year,country_code,population,gdp_per_capita_2011ppp,gdp_per_capita_current_ppp,gdp_per_capita_current_usd
2013,BOL,10542376.00000000000,6008.5925842199700,6231.2963449536100,2908.20008548078000
2014,BOL,10706517.00000000000,6239.5482959879000,6593.2329821823800,3081.87883446506000
2015,BOL,10869730.00000000000,6444.3751153580800,6882.4889160238200,3035.97221489277000
2016,BOL,11031813.00000000000,6620.4380175390200,7147.8392098098400,3076.65894934240000
2017,BOL,11192854.00000000000,6798.9293493876000,7480.0771405492900,3351.12405268555000
2018,BOL,11353142.00000000000,6986.0464874724400,7873.1662430100000,3548.59013979338000
2006,BRA,188167356.00000000000,12701.7344815611000,11659.3927756977000,5886.46358837728000
2007,BRA,190130443.00000000000,13333.6082605309000,12568.1979009379000,7348.03079355548000
2008,BRA,192030362.00000000000,13874.2073496677000,13332.1438610193000,8831.02311697566000
2009,BRA,193886508.00000000000,13724.0962101695000,13288.4354795748000,8597.91535151623000
2010,BRA,195713635.00000000000,14619.5074109419000,14320.3686885704000,11286.24301624570000
2011,BRA,197514534.00000000000,15061.9531879979000,15061.9531879979000,13245.61249954480000
2012,BRA,199287296.00000000000,15214.7581753608000,15506.5542639022000,12370.02420071480000
2013,BRA,201035903.00000000000,15535.6268843308000,16111.4426821237000,12300.32257522330000
2014,BRA,202763735.00000000000,15480.8679600758000,16358.3907656928000,12112.59030195290000
2015,BRA,204471769.00000000000,14807.2038619133000,15813.8554371321000,8814.00098681261000
2016,BRA,206163058.00000000000,14200.3147705243000,15331.5485228462000,8712.88704442864000
2017,BRA,207833831.00000000000,14236.0117980023000,15662.2404720854000,9880.94654326324000
2018,BRA,209469333.00000000000,14282.7170075809000,16096.4009621464000,8920.76210462979000
2006,BRB,277477.00000000000,17538.7784643158000,16099.4946964341000,15199.28066109980000
2007,BRB,278700.00000000000,17786.3421617420000,16765.3244234180000,16770.74793684970000
2008,BRB,279946.00000000000,17868.7194128323000,17170.5908539541000,17092.31458924220000
2009,BRB,281104.00000000000,16930.3997517225000,16392.9574158381000,15886.13929364220000
2010,BRB,282131.00000000000,16502.6520667464000,16164.9811646958000,16056.11683934060000
2011,BRB,282987.00000000000,16321.9834236748000,16321.9834236748000,16459.05801326560000
2012,BRB,283700.00000000000,16270.0942516325000,16582.1300926302000,16249.89777934440000
2013,BRB,284296.00000000000,16013.6490442293000,16607.1823576019000,16452.03696147680000
2014,BRB,284825.00000000000,15956.8433559552000,16861.3465134409000,16488.52576143250000
2015,BRB,285324.00000000000,16280.1512894030000,17386.9395860396000,16561.87351922730000
2016,BRB,285796.00000000000,16623.6781993755000,17947.9633416955000,16936.90604487120000
2017,BRB,286233.00000000000,16569.5722629089000,18229.5876811293000,17431.60292488990000
2018,BRB,286641.00000000000,16463.5174338393000,18554.1292823844000,17949.28150543710000
2006,BRN,370263.00000000000,85421.5590866792000,78411.6145987688000,30979.87917257980000
2007,BRN,374965.00000000000,84480.7770109541000,79631.1923638581000,32663.56659216130000
2008,BRN,379421.00000000000,81869.1760781014000,78670.5579459646000,37934.37650679840000
2009,BRN,383906.00000000000,79485.0015805958000,76961.8121967828000,27955.71386293590000
2010,BRN,388646.00000000000,80556.1807175419000,78907.8712156128000,35269.55310764480000
2011,BRN,393688.00000000000,82502.9352973488000,82502.9352973488000,47055.84111718080000
2012,BRN,398989.00000000000,82149.9097964176000,83725.4210254706000,47741.90646500520000
2013,BRN,404421.00000000000,79323.4374535226000,82263.4983059780000,44740.08501851700000
2014,BRN,409769.00000000000,76448.5933286697000,80782.0314973982000,41726.78397203420000
2015,BRN,414907.00000000000,75073.9365712816000,80177.7561183152000,31164.56202911410000
2016,BRN,419800.00000000000,72369.5233674193000,78134.6665206263000,27157.82341047840000
2017,BRN,424473.00000000000,72523.7294463439000,79789.4878592670000,28572.14677765090000
2018,BRN,428962.00000000000,71802.2717197874000,80920.0486841005000,31628.32879143490000
2006,BTN,657410.00000000000,4676.0570633134600,4317.7845024812100,1330.96529501617000
2007,BTN,664876.00000000000,5472.4719174355400,5181.0098601937400,1757.18256851832000
2008,BTN,671613.00000000000,5677.5916229396200,5472.3636250113800,1828.14923229432000
2009,BTN,678323.00000000000,6000.7814121154000,5822.6859509606400,1819.21340187139000
2010,BTN,685503.00000000000,6647.2676697289300,6517.0663437170200,2258.18314084562000
2011,BTN,693298.00000000000,7097.1899403444300,7097.1899403444300,2563.25752630969000
2012,BTN,701583.00000000000,7372.3520194262700,7513.6868878531200,2538.94589903147000
2013,BTN,710238.00000000000,7436.8993992293400,7712.8819792630800,2472.71430921323000
2014,BTN,719056.00000000000,7770.0224093770700,8108.3009792589700,2652.21458816676000
2015,BTN,727876.00000000000,8185.7186441575100,8705.5982037423000,2752.66420795769000
2016,BTN,736709.00000000000,8744.8532369598800,9392.2578734602800,2930.56298819354000
2017,BTN,745568.00000000000,9042.9074910493400,9860.6050419347100,3286.57470378318000
2018,BTN,754394.00000000000,9207.6939676857400,10167.9340566860000,3243.23112508014000
2006,BWA,1835908.00000000000,12420.6202427180000,11401.3475984607000,5516.03920965133000
2007,BWA,1875459.00000000000,13165.0311327062000,12409.2978745779000,5832.73394165300000
2008,BWA,1915639.00000000000,13693.8662994369000,13158.8487123216000,5713.53498332841000
2009,BWA,1953498.00000000000,12400.8889375325000,12007.2323898214000,5255.76846136181000
2010,BWA,1987105.00000000000,13235.1642703252000,12964.3514434006000,6434.81565688465000
2011,BWA,2015402.00000000000,13838.6028216807000,13838.6028216807000,7617.32509421648000
2012,BWA,2039551.00000000000,14284.1185822187000,14558.0664085668000,7877.79035044357000
2013,BWA,2062536.00000000000,15727.1870600450000,16310.1028851638000,7224.96517150786000
2014,BWA,2088614.00000000000,16175.2394459843000,17092.1222420118000,7780.63838460394000
2015,BWA,2120716.00000000000,15659.8968068401000,16724.5177802108000,6799.87523352768000
2016,BWA,2159944.00000000000,16037.2089568421000,17314.7744445225000,7243.85299726842000
2017,BWA,2205128.00000000000,16165.3322295205000,17784.8490351371000,7893.21010771116000
2018,BWA,2254126.00000000000,16518.2334062275000,18615.7933362283000,8258.64166574691000
2006,CAF,4118069.00000000000,862.7885945602570,791.9856237723760,354.67138006786600
2007,CAF,4198010.00000000000,885.3551411990430,834.5316893807730,404.37396496274100
2008,CAF,4273366.00000000000,887.6085578891380,852.9298062085890,464.56142211668400
2009,CAF,4337625.00000000000,949.5513251739030,919.4085589234100,474.70540866492300
2010,CAF,4386768.00000000000,982.3933255120520,962.2919721627610,487.94538328961400
2011,CAF,4418636.00000000000,1016.2185519224800,1016.2185519224800,551.02805764234700
2012,CAF,4436415.00000000000,1063.2974851913700,1083.6899254496100,565.83305838817500
2013,CAF,4447942.00000000000,674.5897422118280,699.5928807067660,380.19009165172700
2014,CAF,4464175.00000000000,672.6816482752460,710.8121645230310,423.88412457510900
2015,CAF,4493170.00000000000,697.3274947861330,744.7345425728780,377.27125382980100
2016,CAF,4537687.00000000000,723.2866499144280,780.9055326088770,401.91823836233500
2017,CAF,4596028.00000000000,746.4349416611690,821.2162028908070,449.78642351042400
2018,CAF,4666377.00000000000,763.0411996405870,859.9356196396640,475.72125054431800
2006,CAN,32571174.00000000000,39333.7767608996000,37999.0385951977000,40385.86995547700000
2007,CAN,32889025.00000000000,41629.2146998757000,39439.8068856578000,44543.04103590040000
2008,CAN,33247118.00000000000,41595.7885805239000,40275.9898957504000,46594.45095352890000
2009,CAN,33628895.00000000000,39919.3036565240000,38797.3850494638000,40773.06152897500000
2010,CAN,34004889.00000000000,40697.5816619580000,40012.3913979895000,47450.31847007030000
2011,CAN,34339328.00000000000,41569.4496171970000,41569.4496171970000,52101.79608648250000
2012,CAN,34714222.00000000000,41845.1810599859000,42189.1961096712000,52542.34666482320000
2013,CAN,35082954.00000000000,42370.1937248041000,44188.7317079989000,52504.65570410900000
2014,CAN,35437435.00000000000,43149.5764248430000,45645.5642968788000,50835.51117824460000
2015,CAN,35702908.00000000000,43124.2111029626000,44567.8663498079000,43495.05438699020000
2016,CAN,36109487.00000000000,43110.7012156823000,45011.6431674509000,42279.90082316370000
2017,CAN,36543321.00000000000,43871.4023481712000,46723.3177643637000,45069.92725443240000
2018,CAN,37057765.00000000000,44078.0655956361000,48130.2559725043000,46232.98962269670000
2006,CHE,7483934.00000000000,54531.9985518050000,45106.4166828670000,57579.50291295430000
2007,CHE,7551117.00000000000,56269.1020230328000,49746.3893908108000,63555.28092235840000
2008,CHE,7647675.00000000000,56755.8066574887000,52584.7268100102000,72487.83471420830000
2009,CHE,7743831.00000000000,54805.5461987086000,51769.0302897989000,69927.44229274410000
2010,CHE,7824909.00000000000,55866.3251091003000,53067.7246365619000,74605.77450914540000
2011,CHE,7912398.00000000000,56183.8216241817000,56183.8216241817000,88415.61081206970000
2012,CHE,7996861.00000000000,56149.6897680863000,57849.5720383260000,83538.21282167580000
2013,CHE,8089346.00000000000,56535.7566946345000,60108.5200201580000,85112.46959977100000
2014,CHE,8188649.00000000000,57218.0232319132000,61902.1295360364000,86605.51738874670000
2015,CHE,8282396.00000000000,57324.6853510822000,63938.9893868853000,82081.60920554180000
2016,CHE,8373338.00000000000,57678.8655906998000,64323.9252421086000,80172.19330392660000
2017,CHE,8451840.00000000000,58171.4127491858000,66395.8563415460000,80450.04581974130000
2018,CHE,8513227.00000000000,59317.3239900639000,68060.9410452501000,82796.54716312850000
2006,CHI,153008.00000000000,,,63239.65382909310000
2007,CHI,154636.00000000000,,,74462.64674679200000
2008,CHI,156433.00000000000,,,
2009,CHI,158178.00000000000,,,
2010,CHI,159734.00000000000,,,
2011,CHI,160998.00000000000,,,
2012,CHI,162056.00000000000,,,
2013,CHI,163038.00000000000,,,
2014,CHI,164100.00000000000,,,
2015,CHI,165385.00000000000,,,
2016,CHI,166923.00000000000,,,
2017,CHI,168665.00000000000,,,
2018,CHI,170499.00000000000,,,
2006,CHL,16354504.00000000000,17852.6273985903000,15753.9629903750000,9464.55024290607000
2007,CHL,16530195.00000000000,18529.3025668337000,16941.8359830089000,10502.35452027370000
2008,CHL,16708258.00000000000,18978.8599816493000,16501.8069214628000,10751.47967421700000
2009,CHL,16886186.00000000000,18485.1350173976000,16159.6052340491000,10208.90676228610000
2010,CHL,17062536.00000000000,19363.2203030360000,18161.8039224929000,12808.03458642200000
2011,CHL,17233576.00000000000,20342.5709204911000,20342.5709204911000,14637.24023554030000
2012,CHL,17400347.00000000000,21219.1765472762000,21507.7074027908000,15351.55132576970000
2013,CHL,17571507.00000000000,21862.4413780495000,22439.2783559667000,15842.94080521800000
2014,CHL,17758959.00000000000,22013.8511120796000,22786.6556024043000,14670.99676060570000
2015,CHL,17969353.00000000000,22257.3120536454000,22688.0100281230000,13574.17183071560000
2016,CHL,18209068.00000000000,22331.2260762299000,22874.1494182583000,13748.08766329210000
2017,CHL,18470439.00000000000,22296.8370043240000,24248.8607595516000,15037.35028053850000
2018,CHL,18729160.00000000000,22873.8070144682000,25222.5277771449000,15923.35873753810000
2006,CHN,1311020000.00000000000,6392.3738876339200,5867.7968771299400,2099.22943460447000
2007,CHN,1317885000.00000000000,7264.0600355335100,6847.0696233911500,2693.96982683485000
2008,CHN,1324655000.00000000000,7924.6443646066600,7615.0295331201000,3468.30446324747000
2009,CHN,1331260000.00000000000,8626.5324790140300,8352.6899334100900,3832.23595156727000
2010,CHN,1337705000.00000000000,9498.0797442981300,9303.7336996724600,4550.45359583857000
2011,CHN,1344130000.00000000000,10355.4957126354000,10355.4957126354000,5618.13249134962000
2012,CHN,1350695000.00000000000,11115.1106750721000,11328.2817147499000,6316.91886335683000
2013,CHN,1357380000.00000000000,11919.6071041718000,12361.3979713938000,7050.64591988963000
2014,CHN,1364270000.00000000000,12725.0890985402000,13446.4023941690000,7651.36604428568000
2015,CHN,1371220000.00000000000,13534.8462367331000,14454.9979690663000,8033.38804310679000
2016,CHN,1378665000.00000000000,14368.6308012738000,15513.2730433452000,8078.79047437238000
2017,CHN,1386395000.00000000000,15253.9930713880000,16782.2077582941000,8759.04157775098000
2018,CHN,1392730000.00000000000,16181.7777157900000,18236.6129816498000,9770.84708783314000
2006,CIV,18754916.00000000000,2662.3302539038100,2443.8515994764000,949.13183276847100
2007,CIV,19171237.00000000000,2650.4859631570200,2498.3358943596700,1061.15402566967000
2008,CIV,19605569.00000000000,2657.6729810195200,2553.8380410139000,1235.61336575482000
2009,CIV,20059147.00000000000,2682.0366379234900,2596.8974766070800,1210.29542592526000
2010,CIV,20532950.00000000000,2673.0130825812600,2618.3189197801700,1211.93033804477000
2011,CIV,21028655.00000000000,2495.4951245667100,2495.4951245667100,1207.00143371363000
2012,CIV,21547188.00000000000,2696.1916388267800,2747.9005233913300,1243.34459676571000
2013,CIV,22087505.00000000000,2864.0486273773300,2970.2023383005900,1415.46938462970000
2014,CIV,22647683.00000000000,3038.8448270952000,3211.0997449321100,1559.38650354563000
2015,CIV,23226143.00000000000,3225.1888592198500,3444.4497997585500,1426.45786352384000
2016,CIV,23822714.00000000000,3395.0889323301000,3665.5504857851400,1481.65223087732000
2017,CIV,24437469.00000000000,3564.5958459191700,3921.7133363444000,1557.18281424798000
2018,CIV,25069229.00000000000,3733.0476701550000,4207.0869343506400,1715.53133212649000
2006,CMR,18223674.00000000000,2798.0594712637800,2568.4424778824400,1062.13743331336000
2007,CMR,18730282.00000000000,2855.8353568216600,2691.8972895938800,1194.06985039841000
2008,CMR,19252666.00000000000,2875.2787888348100,2762.9420180318200,1371.74670849140000
2009,CMR,19789919.00000000000,2858.7227606167500,2767.9748361351900,1314.70601531227000
2010,CMR,20341241.00000000000,2876.4291052064400,2817.5727222013800,1285.26172565588000
2011,CMR,20906388.00000000000,2914.2376674035000,2914.2376674035000,1403.25563808930000
2012,CMR,21485266.00000000000,2964.5535398397500,3021.4092004572700,1354.62308705136000
2013,CMR,22077298.00000000000,3040.9711523358900,3153.6823575665900,1465.22232690670000
2014,CMR,22681858.00000000000,3134.0807042859300,3311.7340051051900,1540.56818173347000
2015,CMR,23298368.00000000000,3223.5827301615000,3442.7344797711200,1326.96927718029000
2016,CMR,23926539.00000000000,3284.8638235659700,3546.5445601586800,1363.40385121739000
2017,CMR,24566045.00000000000,3312.8996772894200,3644.8010961104800,1421.58749243688000
2018,CMR,25216237.00000000000,3358.5909240091800,3785.0799782690400,1533.74213975885000
2006,COD,56578037.00000000000,605.4880924682500,555.7999579776830,255.43308382953400
2007,COD,58453683.00000000000,622.7436089647030,586.9952653537010,286.33049206463200
2008,COD,60411195.00000000000,640.0798099961710,615.0719745158780,327.56372182166300
2009,COD,62448574.00000000000,636.8757431541390,616.6586193951980,298.61968205109200
2010,COD,64563854.00000000000,659.7958842063240,646.2953952856280,334.02157257315200
2011,COD,66755153.00000000000,682.0073319803120,682.0073319803120,387.08246536148800
2012,COD,69020747.00000000000,706.3672026075640,719.9142589865800,424.60038611851800
2013,COD,71358807.00000000000,741.1738881565510,768.6449156786260,457.96372825635000
2014,COD,73767447.00000000000,784.8726559187540,829.3626455530590,486.78708192155200
2015,COD,76244544.00000000000,811.8927180587430,867.0883573681100,497.31696080547600
2016,COD,78789127.00000000000,804.5229778200030,868.6133562190550,471.31884040957200
2017,COD,81398764.00000000000,807.7529051339500,888.6772799674630,467.07423746489000
2018,COD,84068091.00000000000,827.1382532428040,932.1720067868610,561.77718239042500
2006,COG,3745141.00000000000,5002.5168100474800,4591.9955609248100,2064.34452292536000
2007,COG,3876119.00000000000,4757.0003156563000,4483.9266471453600,2165.74575859571000
2008,COG,4011486.00000000000,4852.6024115251500,4663.0118622475200,2956.26440700407000
2009,COG,4145391.00000000000,5046.5835270093500,4886.3836688390900,2314.26602478527000
2010,COG,4273731.00000000000,5323.4287275190200,5214.5027819708200,2809.69495708158000
2011,COG,4394844.00000000000,5353.8042963066100,5353.8042963066100,3282.39345461725000
2012,COG,4510198.00000000000,5415.1137171929700,5518.9674218309900,3032.66732937043000
2013,COG,4622761.00000000000,5465.0384451386000,5667.5957989992400,3047.06458933719000
2014,COG,4736974.00000000000,5694.8624207709500,6017.6719468236900,2992.93134863351000
2015,COG,4856095.00000000000,5702.1829761714000,6089.8396552229100,1761.32356974061000
2016,COG,4980999.00000000000,5403.5360084566400,5833.9956435727100,1814.06341798173000
